"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"https://difiorebuilders.com/","text/html;charset=utf-8","200","OK","Indexable","","44b453dbfa704b12553df0375686a550","28","","https://difiorebuilders.com/"
"https://difiorebuilders.com/before-and-after","text/html;charset=utf-8","200","OK","Indexable","","769025f9c9dcdd1222738321b1f64cb9","44","","https://difiorebuilders.com/before-and-after"
"https://difiorebuilders.com/services","text/html;charset=utf-8","200","OK","Indexable","","ee478f269065c2020ce2fd3544f675d1","36","","https://difiorebuilders.com/services"
"https://difiorebuilders.com/our-projects","text/html;charset=utf-8","200","OK","Indexable","","4825b1d20ffa32ae1bc2014172e6ba4b","40","","https://difiorebuilders.com/our-projects"
"https://difiorebuilders.com/our-story","text/html;charset=utf-8","200","OK","Indexable","","d9aa13808d852f9421fea7f4139e8739","37","","https://difiorebuilders.com/our-story"
